Proyecto	Actividad	Estado	Municipio	Localidad	Nombre	Fecha de inicio	Fecha de conclusión	Tipo de actividad	Clase de Actividad	Estatus	Sede de la actividad	Tipo de sede	Recuento de Consecutivo	Cantidad Público participante	Mujeres	Hombres	Niñas	Niños	Mujeres jóvenes	Hombres jóvenes	Personas Adultas	Personas Adultas Mayores
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	18/08/2025	18/08/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	30	26	4	14	4	0	0	10	2
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	21/08/2025	21/08/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	18	16	2	11	2	0	0	5	0
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	28/08/2025	28/08/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	28	24	4	15	4	1	0	7	1
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	01/09/2025	01/09/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	18	15	3	8	3	0	0	7	0
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	04/09/2025	04/09/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	14	11	3	4	3	0	0	4	3
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	11/09/2025	11/09/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	69	56	13	32	13	3	0	18	3
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	18/09/2025	18/09/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	26	23	3	12	3	1	0	8	2
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	22/09/2025	22/09/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	20	14	6	6	6	0	0	6	2
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	25/09/2025	25/09/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	26	20	6	8	5	1	0	10	2
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	29/09/2025	29/09/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	40	32	8	15	8	1	0	12	4
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	02/10/2025	02/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	26	21	5	13	5	0	0	7	1
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	06/10/2025	06/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	32	23	9	12	9	1	0	9	1
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	09/10/2025	09/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	32	20	12	9	12	2	0	8	1
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	13/10/2025	13/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	35	27	8	15	7	1	0	10	2
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	16/10/2025	16/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	26	19	7	11	7	1	0	5	2
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	20/10/2025	20/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	34	25	9	14	8	0	1	9	2
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	23/10/2025	23/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	32	27	5	12	5	2	0	12	1
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	27/10/2025	27/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	35	27	8	14	8	1	0	10	2
Convite cultural	Jornada ordinaria	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	30/10/2025	30/10/2025	Jornada ordinaria	Convite Cultural en el Marco del Plan de Justicia para los Pueblos de Acasico, Temacapulín y Palmarejo.	Activo	Plaza prinicipal	Plaza, Parque o Jardín	1	40	32	8	15	8	2	0	12	3
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	07/03/2025	07/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	15	9	6	9	6	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	14/03/2025	14/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	15	9	6	9	6	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	21/03/2025	21/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	12	7	5	7	5	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	28/03/2025	28/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	16	8	8	8	8	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	04/04/2025	04/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	12	6	6	6	6	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	11/04/2025	11/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	16	9	7	9	7	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	14/04/2025	14/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	15	9	6	4	5	2	0	4	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	25/04/2025	25/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	33	25	8	15	6	3	0	7	2
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	02/05/2025	02/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	12	6	6	6	6	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	09/05/2025	09/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	17	7	10	7	10	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	16/05/2025	16/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	16	8	8	8	8	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	23/05/2025	23/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	17	8	9	8	9	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	06/06/2025	06/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	14	8	6	8	6	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	13/06/2025	13/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	16	8	8	8	8	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	20/06/2025	20/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	17	8	9	8	9	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	27/06/2025	27/06/2025	Convite cultural	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	14	8	6	8	6	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	04/07/2025	04/07/2025	Convite cultural	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	12	6	6	3	4	2	1	1	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	11/07/2025	11/07/2025	Convite cultural	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	8	7	1	5	0	1	0	1	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	18/07/2025	18/07/2025	Convite cultural	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	21	13	8	10	6	1	0	3	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	01/08/2025	01/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	15	12	3	12	3	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	08/08/2025	08/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	15	12	3	9	3	1	0	2	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	15/08/2025	15/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	14	9	5	7	5	0	0	2	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	22/08/2025	22/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	9	7	2	6	2	0	0	1	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	29/08/2025	29/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	14	10	4	8	3	0	0	3	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	05/09/2025	05/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	15	8	7	8	7	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	12/09/2025	12/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	9	8	1	8	1	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	26/09/2025	26/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	15	11	4	9	4	0	0	2	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	03/10/2025	03/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	51	24	27	24	27	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	10/10/2025	10/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	104	62	42	21	22	14	7	33	7
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	17/10/2025	17/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	20	13	7	12	7	0	0	1	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	24/10/2025	24/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Escuela Primaria Rural Federal "20 de Noviembre"	Escuela pública	1	13	6	7	6	7	0	0	0	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	27/02/2025	27/02/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	50	31	19	17	15	2	1	13	2
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	06/03/2025	06/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	26	13	13	9	12	1	0	4	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	13/03/2025	13/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	37	25	12	15	11	2	1	7	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	20/03/2025	20/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	29	22	7	12	7	1	0	8	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	27/03/2025	27/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	26	16	10	10	9	1	1	5	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	03/04/2025	03/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	33	23	10	12	9	3	0	7	2
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	10/04/2025	10/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	14	7	7	4	6	2	0	2	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	17/04/2025	17/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	50	30	20	17	17	4	1	8	3
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	01/05/2025	01/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	71	44	27	20	21	7	1	19	3
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	08/05/2025	08/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	19	14	5	8	5	2	0	2	2
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	15/05/2025	15/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	28	17	11	8	10	1	1	8	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	22/05/2025	22/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	27	18	9	13	8	2	0	4	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	29/05/2025	29/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	90	52	38	16	16	9	1	36	12
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	05/06/2025	05/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	26	18	8	11	8	2	0	4	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	12/06/2025	12/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	17	10	7	6	7	1	0	3	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	19/06/2025	19/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	52	29	23	16	13	5	0	17	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	26/06/2025	26/06/2025	Convite cultural	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	29	20	9	14	7	2	0	4	2
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	10/07/2025	10/07/2025	Convite cultural	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	19	13	6	9	6	1	0	2	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	17/07/2025	17/07/2025	Convite cultural	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	30	20	10	12	9	1	0	7	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	27/07/2025	27/07/2025	Verano convitero	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	112	72	40	22	18	11	4	40	17
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	31/07/2025	31/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	34	26	8	14	7	3	0	9	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	07/08/2025	07/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	31	26	5	12	2	4	0	11	2
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	21/08/2025	21/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	22	12	10	8	10	1	0	3	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	28/08/2025	28/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	31	22	9	8	8	3	0	11	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	04/09/2025	04/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	20	11	9	6	4	2	0	4	4
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	11/09/2025	11/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	15	7	8	3	5	1	0	6	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	16/09/2025	16/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	46	28	18	14	15	5	0	9	3
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	25/09/2025	25/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	19	10	9	5	9	0	0	5	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	02/10/2025	02/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	39	26	13	12	12	3	1	10	1
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	16/10/2025	16/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	26	15	11	11	11	1	0	3	0
Convite cultural	Jornada ordinaria	Jalisco	San Gabriel	El Jardín	Convite Cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	23/10/2025	23/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Plaza Principal El Jardín	Plaza, Parque o Jardín	1	21	16	5	7	5	0	0	8	1
