Proyecto	Actividad	Estado	Municipio	Localidad	Nombre	Fecha de inicio	Fecha de conclusión	Tipo de actividad	Clase de Actividad	Estatus	Sede de la actividad	Tipo de sede	Recuento de Consecutivo	Cantidad Público participante	Mujeres	Hombres	Niñas	Niños	Mujeres jóvenes	Hombres jóvenes	Personas Adultas	Personas Adultas Mayores
Capacitación	Capacitación virtual "Mediación sociocultural desde el enfoque de juventudes"	En línea	En línea	En línea		02/09/2025	03/09/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	332	218	114	0	0	0	0	329	3
Capacitación	Charla "Claves para reconocer una artesanía"	En línea	En línea	En línea		10/03/2025	10/03/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	101	68	33	0	0	0	0	101	0
Capacitación	Curso ESME_2025_05 "Aprendiendo de Trastornos del Neurodesarrollo en el contexto educativo de Semilleros Creativos y Convites Culturales"	En línea	En línea	En línea		13/10/2025	24/11/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	204	139	65						
Capacitación	Curso MOOC Diseño de políticas públicas culturales de base comunitaria	En línea	En línea	En línea		28/04/2025	31/07/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	1056								0
Capacitación	Curso: ESME 2025-3 Capacitación en Salud Mental para Docentes y Promotores del Programa “Semilleros Creativos y Convites Culturales”	En línea	En línea	En línea		06/06/2025	13/08/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	205	140	65	0	0	0	0	204	1
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 1 de Convites Culturales)	En línea	En línea	En línea		19/05/2025	26/05/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	20	12	8	0	0	0	0	20	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 1 Presencial Semilleros Creativos y Convites Culturales)	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo		21/05/2025	28/05/2025	Capacitación	Formación Agentes Culturales		Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	31	20	11	0	0	0	0	29	2
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 2 de Convites Culturales)	En línea	En línea	En línea		02/06/2025	09/06/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	27	18	9	0	0	0	0	27	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 2 Semilleros Creativos)	En línea	En línea	En línea		20/05/2025	27/05/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	16	12	4	0	0	0	0	16	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 3 de Convites Culturales)	En línea	En línea	En línea		03/06/2025	10/06/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	17	9	8	0	0	0	0	17	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 3 Semilleros Creativos)	En línea	En línea	En línea		22/05/2025	29/05/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	24	17	7	0	0	0	0	24	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 4 Semilleros Creativos)	En línea	En línea	En línea		21/05/2025	28/05/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	28	20	8	0	0	0	0	28	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 5 Semilleros Creativos)	En línea	En línea	En línea		23/05/2025	30/05/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	24	14	10	0	0	0	0	24	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 6 Semilleros Creativos)	En línea	En línea	En línea		03/06/2025	10/06/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	19	13	6	0	0	0	0	19	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 7 Semilleros Creativos)	En línea	En línea	En línea		05/06/2025	12/06/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	30	14	16	0	0	0	0	30	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 8 Semilleros Creativos)	En línea	En línea	En línea		04/06/2025	11/06/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	16	11	5	0	0	0	0	16	0
Capacitación	Laboratorio "Nuestros saberes en la enseñanza de las artes" (Grupo 9 Semilleros Creativos)	En línea	En línea	En línea		05/06/2025	12/06/2025	Capacitación	Formación Agentes Culturales		En línea	En línea	1	20	10	10	0	0	0	0	20	0
Capacitación	Taller "Recursos artísticos para el trabajo con comunidades"	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo		22/09/2025	23/09/2025	Capacitación	Formación Agentes Culturales		Pabellón de Cultura Comunitaria	Casa o Centro cultural	1	72	47	25	0	0	0	0	72	0
Capacitación	Taller Hablemos del patrimonio vivo de Santa Fe	Ciudad de México	Álvaro Obregón	Bosque de Chapultepec 4a Sección		14/11/2025	15/11/2025	Capacitación	Formación Agentes Culturales		Ex Fábrica de Pólvora	Recinto cultural	1	28	18	10	2	0	3	0	15	8
Cine Sillita	Cine sillita	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	07/10/2025	07/10/2025	Cine sillita	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	10	4	6	4	6	0	0	0	0
Cine Sillita	Cine sillita	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	25/02/2025	25/02/2025	Cine sillita	Asamblea	Activo	PILARES Calmecac	Centro de atención	1	26	15	11	0	0	1	1	23	1
Cine Sillita	Cine sillita 8M	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el PILARES Calmecac, Iztapalapa, Ciudad de México	07/03/2025	07/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	PILARES Calmecac	Centro de atención	1	10	8	2	1	1	3	0	4	1
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro Cultural El Claustro, Campeche, Campeche	04/10/2025	04/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Cultural El Claustro	Casa o Centro cultural	1	8	5	3	0	1	1	1	5	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro Cultural El Claustro, Campeche, Campeche	11/10/2025	11/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Cultural El Claustro	Casa o Centro cultural	1	7	4	3	0	0	3	1	2	1
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro Cultural El Claustro, Campeche, Campeche	18/10/2025	18/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Cultural El Claustro	Casa o Centro cultural	1	8	6	2	0	0	0	0	7	1
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro Cultural El Claustro, Campeche, Campeche	25/10/2025	25/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Cultural El Claustro	Casa o Centro cultural	1	8	5	3	0	0	1	0	6	1
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	06/05/2025	06/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	4	3	1	2	1	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	13/05/2025	13/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	20	11	9	11	9	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	20/05/2025	20/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	10	5	5	5	5	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	27/05/2025	27/05/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	7	3	4	3	4	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	10/06/2025	10/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	13	7	6	6	6	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	17/06/2025	17/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	13	7	6	6	6	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	24/06/2025	24/06/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	3	2	1	2	1	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	01/07/2025	01/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	13	6	7	6	7	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	08/07/2025	08/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	3	0	3	0	3	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	15/07/2025	15/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	5	2	3	0	3	0	0	2	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	22/07/2025	22/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	5	3	2	2	2	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	29/07/2025	29/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	5	3	2	2	2	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	05/08/2025	05/08/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	5	3	2	2	2	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	12/08/2025	12/08/2025	Cine sillita	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	5	4	1	1	0	0	0	3	1
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	19/08/2025	19/08/2025	Cine sillita	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	5	4	1	1	0	0	0	3	1
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	26/08/2025	26/08/2025	Cine sillita	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	5	3	2	1	1	0	0	2	1
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	09/09/2025	09/09/2025	Cine sillita	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	9	4	5	4	5	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	23/09/2025	23/09/2025	Cine sillita	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	15	10	5	9	5	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	02/10/2025	02/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	10	4	6	4	6	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	14/10/2025	14/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro de Desarrollo Comunitario Ampliación Polvorín	Espacio comunitario	1	12	7	5	7	5	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	28/03/2025	28/03/2025	Jornada ordinaria	Cine sillita ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	6	3	3	2	3	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	04/04/2025	04/04/2025	Jornada ordinaria	Cine sillita ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	10	6	4	5	4	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	07/04/2025	07/04/2025	Jornada ordinaria	Cine sillita ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	5	5	0	2	0	2	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	02/05/2025	02/05/2025	Jornada ordinaria	Cine sillita ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	6	3	3	3	2	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	09/05/2025	09/05/2025	Jornada ordinaria	Cine sillita ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	8	3	5	3	5	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	12/05/2025	12/05/2025	Jornada ordinaria	Cine sillita ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	8	3	5	3	5	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	16/05/2025	16/05/2025	Jornada ordinaria	Cine sillita ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	5	2	3	2	3	0	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	23/05/2025	23/05/2025	Jornada ordinaria	Cine sillita ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	6	2	4	2	3	0	0	1	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	04/07/2025	04/07/2025	Cine sillita	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	26	14	12	13	12	1	0	0	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	11/07/2025	11/07/2025	Cine sillita	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	11	6	5	0	0	2	2	7	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	18/07/2025	18/07/2025	Cine sillita	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	26	15	11	8	6	3	2	7	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	01/08/2025	01/08/2025	Cine sillita	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	11	6	5	0	0	2	2	7	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	08/08/2025	08/08/2025	Cine sillita	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	11	6	5	0	0	2	2	7	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	15/08/2025	15/08/2025	Cine sillita	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	7	3	4	0	0	0	0	7	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	18/08/2025	18/08/2025	Convite cultural	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	9	6	3	0	0	4	3	2	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	22/08/2025	22/08/2025	Cine sillita	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	11	9	2	0	0	6	2	3	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	25/08/2025	25/08/2025	Convite cultural	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	11	7	4	0	0	5	4	2	0
Cine Sillita	Jornada ordinaria	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	29/08/2025	29/08/2025	Cine sillita	Convite cultural ordinario	Inactivo	Sala de Lectura del Parque de Kalá	Plaza, Parque o Jardín	1	7	3	4	0	0	0	0	7	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	04/07/2025	04/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	8	8	0	5	0	0	0	3	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	11/07/2025	11/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	6	6	0	4	0	0	0	2	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	18/07/2025	18/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	5	1	4	0	2	0	1	2	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	25/07/2025	25/07/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	9	3	6	1	5	1	0	2	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	08/08/2025	08/08/2025	Cine sillita	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	6	2	4	2	2	0	0	2	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	22/08/2025	22/08/2025	Cine sillita	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	8	2	6	1	3	0	1	3	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	19/09/2025	19/09/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	2	2	0	1	0	0	0	1	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	26/09/2025	26/09/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	9	5	4	3	2	1	0	3	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	03/10/2025	03/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	9	8	1	5	1	0	0	3	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	10/10/2025	10/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	6	4	2	2	1	0	0	3	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	17/10/2025	17/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Ex Fábrica de Pólvora	Casa o Centro cultural	1	6	3	3	2	1	0	0	3	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Cine Sillita en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	08/03/2025	08/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Espacio Cultural "Eucalipto 20"	Casa o Centro cultural	1	20	12	8	0	0	2	1	17	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Cine Sillita en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	13/03/2025	13/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Espacio Cultural "Eucalipto 20"	Casa o Centro cultural	1	16	6	10	0	0	4	3	9	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Cine Sillita en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	24/04/2025	24/04/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Espacio Cultural "Eucalipto 20"	Casa o Centro cultural	1	3	0	3	0	0	0	0	3	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Cine Sillita en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	14/08/2025	14/08/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Espacio Cultural "Eucalipto 20"	Casa o Centro cultural	1	19	5	14	0	0	1	4	14	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Cine Sillita en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	04/09/2025	04/09/2025	Cine sillita	Cine sillita ordinario	Activo	Espacio Cultural "Eucalipto 20"	Casa o Centro cultural	1	18	2	16	0	0	0	4	13	1
Cine Sillita	Jornada ordinaria	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Cine Sillita en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	25/09/2025	25/09/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Espacio Cultural "Eucalipto 20"	Casa o Centro cultural	1	2	0	2	0	0	0	0	2	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Cine Sillita en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	30/10/2025	30/10/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Espacio Cultural "Eucalipto 20"	Casa o Centro cultural	1	7	0	7	0	0	0	2	5	0
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	06/03/2025	06/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	41	31	10	0	1	0	0	15	25
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	13/03/2025	13/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	44	31	13	1	2	0	0	6	35
Cine Sillita	Jornada ordinaria	Ciudad de México	Iztapalapa	Iztapalapa	Cine Sillita en el Centro Comunitario "Centauro del Norte", Iztapalapa, Ciudad de México	20/03/2025	20/03/2025	Jornada ordinaria	Cine sillita ordinario	Activo	Centro Comunitario "Centauro del Norte"	Espacio comunitario	1	41	32	9	2	1	0	0	5	33
